Taestivum_TRIAE_CS42_7AS_TGACv1_569338_AA1813910.1	eab128f2d2665c8a97024d77ae2f1da0	1359	Pfam	PF01344	Kelch motif	1146	1193	6.0E-17	T	31-05-2017	IPR006652	Kelch repeat type 1
Taestivum_TRIAE_CS42_7AS_TGACv1_569338_AA1813910.1	eab128f2d2665c8a97024d77ae2f1da0	1359	Pfam	PF00931	NB-ARC domain	208	494	3.1E-53	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7AS_TGACv1_569338_AA1813910.1	eab128f2d2665c8a97024d77ae2f1da0	1359	SUPERFAMILY	SSF117281		1075	1325	1.14E-43	T	31-05-2017
Taestivum_TRIAE_CS42_7AS_TGACv1_569338_AA1813910.1	eab128f2d2665c8a97024d77ae2f1da0	1359	SUPERFAMILY	SSF52540		205	466	7.54E-53	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_01885-P1	b64e6eade7d74094fafc763c65a5a99b	1378	SUPERFAMILY	SSF81606		1068	1365	1.57E-60	T	31-05-2017	IPR001932	PPM-type phosphatase domain
Turartu_TRIUR3_01885-P1	b64e6eade7d74094fafc763c65a5a99b	1378	ProSiteProfiles	PS51746	PPM-type phosphatase domain profile.	1041	1364	42.981	T	31-05-2017	IPR001932	PPM-type phosphatase domain
Turartu_TRIUR3_01885-P1	b64e6eade7d74094fafc763c65a5a99b	1378	SUPERFAMILY	SSF52047		542	905	7.38E-24	T	31-05-2017
Turartu_TRIUR3_01885-P1	b64e6eade7d74094fafc763c65a5a99b	1378	Pfam	PF00481	Protein phosphatase 2C	1182	1357	7.6E-55	T	31-05-2017	IPR001932	PPM-type phosphatase domain
Turartu_TRIUR3_01885-P1	b64e6eade7d74094fafc763c65a5a99b	1378	Pfam	PF00931	NB-ARC domain	201	473	3.4E-45	T	31-05-2017	IPR002182	NB-ARC
Turartu_TRIUR3_01885-P1	b64e6eade7d74094fafc763c65a5a99b	1378	SUPERFAMILY	SSF52540		194	445	1.15E-46	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_2DS_TGACv1_177277_AA0571930.1	338416fc02a6f420404f29ee650a5d61	1337	SUPERFAMILY	SSF52058		1048	1177	7.48E-16	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_2DS_TGACv1_177277_AA0571930.1	338416fc02a6f420404f29ee650a5d61	1337	SUPERFAMILY	SSF52058		904	940	7.48E-16	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_2DS_TGACv1_177277_AA0571930.1	338416fc02a6f420404f29ee650a5d61	1337	SUPERFAMILY	SSF52058		1219	1316	7.48E-16	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_2DS_TGACv1_177277_AA0571930.1	338416fc02a6f420404f29ee650a5d61	1337	SUPERFAMILY	SSF52058		967	999	7.48E-16	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_2DS_TGACv1_177277_AA0571930.1	338416fc02a6f420404f29ee650a5d61	1337	SUPERFAMILY	SSF52058		449	757	1.94E-12	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_2DS_TGACv1_177277_AA0571930.1	338416fc02a6f420404f29ee650a5d61	1337	Pfam	PF00931	NB-ARC domain	133	409	4.5E-49	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_2DS_TGACv1_177277_AA0571930.1	338416fc02a6f420404f29ee650a5d61	1337	SUPERFAMILY	SSF52540		123	384	5.52E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7AS_TGACv1_570544_AA1837440.1	ace30cc5aac5a85ff4425c73759af742	996	ProSiteProfiles	PS50088	Ankyrin repeat profile.	771	796	9.084	T	31-05-2017	IPR002110	Ankyrin repeat
Taestivum_TRIAE_CS42_7AS_TGACv1_570544_AA1837440.1	ace30cc5aac5a85ff4425c73759af742	996	SUPERFAMILY	SSF52540		301	562	9.61E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7AS_TGACv1_570544_AA1837440.1	ace30cc5aac5a85ff4425c73759af742	996	SUPERFAMILY	SSF48403		713	815	4.82E-17	T	31-05-2017	IPR020683	Ankyrin repeat-containing domain
Taestivum_TRIAE_CS42_7AS_TGACv1_570544_AA1837440.1	ace30cc5aac5a85ff4425c73759af742	996	Pfam	PF12313	NPR1/NIM1 like defence protein C terminal	813	942	6.5E-46	T	31-05-2017	IPR021094	NPR1/NIM1-like, C-terminal
Taestivum_TRIAE_CS42_7AS_TGACv1_570544_AA1837440.1	ace30cc5aac5a85ff4425c73759af742	996	ProSiteProfiles	PS50297	Ankyrin repeat region circular profile.	737	812	15.804	T	31-05-2017	IPR020683	Ankyrin repeat-containing domain
Taestivum_TRIAE_CS42_7AS_TGACv1_570544_AA1837440.1	ace30cc5aac5a85ff4425c73759af742	996	Pfam	PF00931	NB-ARC domain	319	588	2.0E-45	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7AS_TGACv1_570544_AA1837440.1	ace30cc5aac5a85ff4425c73759af742	996	Pfam	PF12796	Ankyrin repeats (3 copies)	720	798	1.4E-7	T	31-05-2017	IPR020683	Ankyrin repeat-containing domain
Taestivum_TRIAE_CS42_7AS_TGACv1_570544_AA1837440.1	ace30cc5aac5a85ff4425c73759af742	996	Pfam	PF11900	Domain of unknown function (DUF3420)	670	714	4.1E-12	T	31-05-2017	IPR024228	Regulatory protein NPR, central domain
Taestivum_TRIAE_CS42_5AL_TGACv1_374337_AA1197110.1	1d63fb81c084c693468e8a96af9948bf	1451	ProSiteProfiles	PS50985	GRAS family profile.	1055	1432	65.301	T	31-05-2017	IPR005202	Transcription factor GRAS
Taestivum_TRIAE_CS42_5AL_TGACv1_374337_AA1197110.1	1d63fb81c084c693468e8a96af9948bf	1451	Coils	Coil		153	173	-	T	31-05-2017
Taestivum_TRIAE_CS42_5AL_TGACv1_374337_AA1197110.1	1d63fb81c084c693468e8a96af9948bf	1451	SUPERFAMILY	SSF52058		647	1021	8.84E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_5AL_TGACv1_374337_AA1197110.1	1d63fb81c084c693468e8a96af9948bf	1451	Pfam	PF00931	NB-ARC domain	327	605	7.2E-54	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_5AL_TGACv1_374337_AA1197110.1	1d63fb81c084c693468e8a96af9948bf	1451	Pfam	PF03514	GRAS domain family	1081	1450	1.7E-124	T	31-05-2017	IPR005202	Transcription factor GRAS
Taestivum_TRIAE_CS42_5AL_TGACv1_374337_AA1197110.1	1d63fb81c084c693468e8a96af9948bf	1451	SUPERFAMILY	SSF52540		324	580	3.19E-51	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_4AL_TGACv1_288894_AA0960750.1	08218c80c7e6019c7705bf2fdd82161b	1125	SUPERFAMILY	SSF52540		193	459	1.56E-55	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_4AL_TGACv1_288894_AA0960750.1	08218c80c7e6019c7705bf2fdd82161b	1125	Pfam	PF13962	Domain of unknown function	985	1110	2.1E-29	T	31-05-2017	IPR026961	PGG domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288894_AA0960750.1	08218c80c7e6019c7705bf2fdd82161b	1125	SUPERFAMILY	SSF52058		508	891	9.52E-24	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_4AL_TGACv1_288894_AA0960750.1	08218c80c7e6019c7705bf2fdd82161b	1125	Pfam	PF00931	NB-ARC domain	218	486	3.9E-52	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288894_AA0960750.1	08218c80c7e6019c7705bf2fdd82161b	1125	Coils	Coil		72	92	-	T	31-05-2017
Turartu_TRIUR3_11533-P1	eacda9e3945b26d16d0e75b45a6526fe	962	Pfam	PF00931	NB-ARC domain	434	483	4.5E-7	T	31-05-2017	IPR002182	NB-ARC
Turartu_TRIUR3_11533-P1	eacda9e3945b26d16d0e75b45a6526fe	962	Pfam	PF00931	NB-ARC domain	273	429	1.0E-26	T	31-05-2017	IPR002182	NB-ARC
Turartu_TRIUR3_11533-P1	eacda9e3945b26d16d0e75b45a6526fe	962	SUPERFAMILY	SSF52540		247	458	3.37E-37	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_11533-P1	eacda9e3945b26d16d0e75b45a6526fe	962	SUPERFAMILY	SSF52058		507	894	9.18E-13	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_24281-P1	fe756c87b7b4a8d9f2f1cb825548bd22	1294	SUPERFAMILY	SSF56112		936	1209	8.7E-40	T	31-05-2017	IPR011009	Protein kinase-like domain
Turartu_TRIUR3_24281-P1	fe756c87b7b4a8d9f2f1cb825548bd22	1294	ProSiteProfiles	PS50011	Protein kinase domain profile.	962	1206	14.747	T	31-05-2017	IPR000719	Protein kinase domain
Turartu_TRIUR3_24281-P1	fe756c87b7b4a8d9f2f1cb825548bd22	1294	SUPERFAMILY	SSF52540		175	453	6.13E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_24281-P1	fe756c87b7b4a8d9f2f1cb825548bd22	1294	SUPERFAMILY	SSF52058		518	902	6.12E-14	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_24281-P1	fe756c87b7b4a8d9f2f1cb825548bd22	1294	Pfam	PF07714	Protein tyrosine kinase	965	1098	5.9E-15	T	31-05-2017	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
Turartu_TRIUR3_24281-P1	fe756c87b7b4a8d9f2f1cb825548bd22	1294	Pfam	PF00931	NB-ARC domain	195	479	1.9E-51	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7AS_TGACv1_570111_AA1830630.1	c2711eac4a1736e4f66ce00a761fd5de	1512	ProSiteProfiles	PS51354	Glutaredoxin domain profile.	15	125	13.884	T	31-05-2017	IPR002109	Glutaredoxin
Taestivum_TRIAE_CS42_7AS_TGACv1_570111_AA1830630.1	c2711eac4a1736e4f66ce00a761fd5de	1512	SUPERFAMILY	SSF52540		386	646	2.79E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7AS_TGACv1_570111_AA1830630.1	c2711eac4a1736e4f66ce00a761fd5de	1512	SUPERFAMILY	SSF52833		27	120	6.03E-10	T	31-05-2017	IPR012336	Thioredoxin-like fold
Taestivum_TRIAE_CS42_7AS_TGACv1_570111_AA1830630.1	c2711eac4a1736e4f66ce00a761fd5de	1512	Pfam	PF00931	NB-ARC domain	389	674	1.4E-52	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7AS_TGACv1_570111_AA1830630.1	c2711eac4a1736e4f66ce00a761fd5de	1512	SUPERFAMILY	SSF117281		1225	1499	1.12E-45	T	31-05-2017
Taestivum_TRIAE_CS42_7AS_TGACv1_570111_AA1830630.1	c2711eac4a1736e4f66ce00a761fd5de	1512	Pfam	PF01344	Kelch motif	1306	1348	4.3E-13	T	31-05-2017	IPR006652	Kelch repeat type 1
Taestivum_TRIAE_CS42_7AS_TGACv1_570111_AA1830630.1	c2711eac4a1736e4f66ce00a761fd5de	1512	Pfam	PF01344	Kelch motif	1350	1396	3.1E-7	T	31-05-2017	IPR006652	Kelch repeat type 1
Taestivum_TRIAE_CS42_7AS_TGACv1_570111_AA1830630.1	c2711eac4a1736e4f66ce00a761fd5de	1512	SUPERFAMILY	SSF52058		712	1074	7.14E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	951	963	-	T	31-05-2017	IPR008271	Serine/threonine-protein kinase, active site
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	SUPERFAMILY	SSF56112		1098	1371	3.93E-32	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	SUPERFAMILY	SSF56112		835	1078	1.22E-40	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	ProSiteProfiles	PS50011	Protein kinase domain profile.	1118	1428	14.28	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	ProSiteProfiles	PS50011	Protein kinase domain profile.	805	1077	18.012	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	Pfam	PF00931	NB-ARC domain	289	565	1.6E-51	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	Pfam	PF07714	Protein tyrosine kinase	1121	1238	1.5E-12	T	31-05-2017	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	Pfam	PF07714	Protein tyrosine kinase	985	1073	1.4E-5	T	31-05-2017	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	Pfam	PF07714	Protein tyrosine kinase	841	980	8.4E-14	T	31-05-2017	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013640.1	9b7ab548be57c2fb18a10f2e5b16ae7e	1428	SUPERFAMILY	SSF52540		282	540	6.62E-51	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Bdistachyon_Bradi4g12770.2.p	6330db7a616006bf031e8607b10f13d7	1035	Pfam	PF00931	NB-ARC domain	374	429	8.2E-9	T	31-05-2017	IPR002182	NB-ARC
Bdistachyon_Bradi4g12770.2.p	6330db7a616006bf031e8607b10f13d7	1035	Pfam	PF00931	NB-ARC domain	220	346	3.9E-21	T	31-05-2017	IPR002182	NB-ARC
Bdistachyon_Bradi4g12770.2.p	6330db7a616006bf031e8607b10f13d7	1035	SUPERFAMILY	SSF52540		190	401	1.81E-34	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Bdistachyon_Bradi4g12770.2.p	6330db7a616006bf031e8607b10f13d7	1035	SUPERFAMILY	SSF52058		466	852	9.35E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Bdistachyon_Bradi4g12770.2.p	6330db7a616006bf031e8607b10f13d7	1035	Coils	Coil		132	162	-	T	31-05-2017
Taestivum_TRIAE_CS42_2DL_TGACv1_160227_AA0548390.2	6d02820dd7b19089809a76e009c842f9	1422	ProSiteProfiles	PS51032	AP2/ERF domain profile.	67	124	22.589	T	31-05-2017	IPR001471	AP2/ERF domain
Taestivum_TRIAE_CS42_2DL_TGACv1_160227_AA0548390.2	6d02820dd7b19089809a76e009c842f9	1422	Pfam	PF00931	NB-ARC domain	608	878	1.7E-53	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_2DL_TGACv1_160227_AA0548390.2	6d02820dd7b19089809a76e009c842f9	1422	SUPERFAMILY	SSF52047		984	1270	7.06E-15	T	31-05-2017
Taestivum_TRIAE_CS42_2DL_TGACv1_160227_AA0548390.2	6d02820dd7b19089809a76e009c842f9	1422	SUPERFAMILY	SSF52540		572	851	1.24E-55	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_2DL_TGACv1_160227_AA0548390.2	6d02820dd7b19089809a76e009c842f9	1422	SUPERFAMILY	SSF54171		67	126	1.31E-20	T	31-05-2017	IPR016177	DNA-binding domain
Taestivum_TRIAE_CS42_2DL_TGACv1_160227_AA0548390.2	6d02820dd7b19089809a76e009c842f9	1422	Pfam	PF00847	AP2 domain	67	116	2.7E-9	T	31-05-2017	IPR001471	AP2/ERF domain
Bdistachyon_Bradi4g12732.1.p	126c4305d24b19a3fad143d8f68daac3	870	Pfam	PF00931	NB-ARC domain	157	425	3.4E-56	T	31-05-2017	IPR002182	NB-ARC
Bdistachyon_Bradi4g12732.1.p	126c4305d24b19a3fad143d8f68daac3	870	SUPERFAMILY	SSF52540		146	398	8.91E-53	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Bdistachyon_Bradi4g12732.1.p	126c4305d24b19a3fad143d8f68daac3	870	SUPERFAMILY	SSF52058		461	821	1.48E-18	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7AL_TGACv1_558972_AA1797240.1	c71a19750de4495fb82597ab7aae5f6e	574	SUPERFAMILY	SSF52540		191	442	9.41E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7AL_TGACv1_558972_AA1797240.1	c71a19750de4495fb82597ab7aae5f6e	574	Pfam	PF00931	NB-ARC domain	206	466	2.3E-42	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT01497	75adb4d86647a2c9ea5f02b3c56c2679	1428	SUPERFAMILY	SSF52058		639	1014	4.93E-13	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT01497	75adb4d86647a2c9ea5f02b3c56c2679	1428	SUPERFAMILY	SSF52540		328	588	5.01E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Atauschii_EMT01497	75adb4d86647a2c9ea5f02b3c56c2679	1428	Pfam	PF00931	NB-ARC domain	331	616	2.3E-50	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT01497	75adb4d86647a2c9ea5f02b3c56c2679	1428	SUPERFAMILY	SSF117281		1180	1397	2.48E-38	T	31-05-2017
Atauschii_EMT01497	75adb4d86647a2c9ea5f02b3c56c2679	1428	Pfam	PF01344	Kelch motif	1257	1297	2.8E-8	T	31-05-2017	IPR006652	Kelch repeat type 1
Atauschii_EMT01497	75adb4d86647a2c9ea5f02b3c56c2679	1428	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	723	744	-	T	31-05-2017	IPR007087	Zinc finger, C2H2
Bdistachyon_Bradi4g09886.1.p	87237e4b7ffeaf2b9b9f882b56e12e89	1332	SUPERFAMILY	SSF52540		192	458	3.92E-59	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Bdistachyon_Bradi4g09886.1.p	87237e4b7ffeaf2b9b9f882b56e12e89	1332	SUPERFAMILY	SSF118290		1069	1133	4.32E-24	T	31-05-2017	IPR003657	WRKY domain
Bdistachyon_Bradi4g09886.1.p	87237e4b7ffeaf2b9b9f882b56e12e89	1332	ProSiteProfiles	PS50811	WRKY domain profile.	1069	1133	23.881	T	31-05-2017	IPR003657	WRKY domain
Bdistachyon_Bradi4g09886.1.p	87237e4b7ffeaf2b9b9f882b56e12e89	1332	SUPERFAMILY	SSF52058		523	896	4.76E-22	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Bdistachyon_Bradi4g09886.1.p	87237e4b7ffeaf2b9b9f882b56e12e89	1332	Pfam	PF00931	NB-ARC domain	204	484	1.6E-55	T	31-05-2017	IPR002182	NB-ARC
Bdistachyon_Bradi4g09886.1.p	87237e4b7ffeaf2b9b9f882b56e12e89	1332	Pfam	PF03106	WRKY DNA -binding domain	1075	1131	5.1E-24	T	31-05-2017	IPR003657	WRKY domain
Bdistachyon_Bradi4g09886.1.p	87237e4b7ffeaf2b9b9f882b56e12e89	1332	Pfam	PF03106	WRKY DNA -binding domain	1221	1277	2.3E-21	T	31-05-2017	IPR003657	WRKY domain
Bdistachyon_Bradi4g09886.1.p	87237e4b7ffeaf2b9b9f882b56e12e89	1332	ProSiteProfiles	PS50811	WRKY domain profile.	1215	1279	21.769	T	31-05-2017	IPR003657	WRKY domain
Bdistachyon_Bradi4g09886.1.p	87237e4b7ffeaf2b9b9f882b56e12e89	1332	SUPERFAMILY	SSF118290		1215	1279	7.45E-22	T	31-05-2017	IPR003657	WRKY domain
Sitalica_Si004258m	aacd100e2734d6d7c6d93466aa039227	949	Pfam	PF00931	NB-ARC domain	185	463	5.2E-53	T	31-05-2017	IPR002182	NB-ARC
Sitalica_Si004258m	aacd100e2734d6d7c6d93466aa039227	949	SUPERFAMILY	SSF52058		502	876	5.78E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Sitalica_Si004258m	aacd100e2734d6d7c6d93466aa039227	949	SUPERFAMILY	SSF52540		184	438	3.15E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Bdistachyon_Bradi2g09434.1.p	fe44a530641fe8a330ec81f63788c8e6	1356	SUPERFAMILY	SSF54171		33	95	3.53E-16	T	31-05-2017	IPR016177	DNA-binding domain
Bdistachyon_Bradi2g09434.1.p	fe44a530641fe8a330ec81f63788c8e6	1356	SUPERFAMILY	SSF52540		596	856	5.03E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Bdistachyon_Bradi2g09434.1.p	fe44a530641fe8a330ec81f63788c8e6	1356	Pfam	PF00847	AP2 domain	32	81	2.0E-7	T	31-05-2017	IPR001471	AP2/ERF domain
Bdistachyon_Bradi2g09434.1.p	fe44a530641fe8a330ec81f63788c8e6	1356	SUPERFAMILY	SSF52058		921	1285	3.09E-14	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Bdistachyon_Bradi2g09434.1.p	fe44a530641fe8a330ec81f63788c8e6	1356	Pfam	PF00931	NB-ARC domain	602	882	5.8E-51	T	31-05-2017	IPR002182	NB-ARC
Bdistachyon_Bradi2g09434.1.p	fe44a530641fe8a330ec81f63788c8e6	1356	ProSiteProfiles	PS51032	AP2/ERF domain profile.	33	93	19.585	T	31-05-2017	IPR001471	AP2/ERF domain
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	ProSiteProfiles	PS51437	CG-1 DNA-binding domain profile.	1339	1465	75.051	T	31-05-2017	IPR005559	CG-1 DNA-binding domain
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	Pfam	PF00043	Glutathione S-transferase, C-terminal domain	1458	1528	4.2E-12	T	31-05-2017	IPR004046	Glutathione S-transferase, C-terminal
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	Pfam	PF03859	CG-1 domain	1345	1458	6.7E-46	T	31-05-2017	IPR005559	CG-1 DNA-binding domain
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	Coils	Coil		1456	1476	-	T	31-05-2017
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	SUPERFAMILY	SSF52047		585	916	1.96E-21	T	31-05-2017
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	SUPERFAMILY	SSF47616		1458	1535	1.16E-19	T	31-05-2017	IPR010987	Glutathione S-transferase, C-terminal-like
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	Coils	Coil		1534	1536	-	T	31-05-2017
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	Pfam	PF00931	NB-ARC domain	229	499	5.0E-46	T	31-05-2017	IPR002182	NB-ARC
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	SUPERFAMILY	SSF52540		220	473	4.64E-43	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_23040-P1	a36367aea84765c23229c26ccfa5bb9d	1536	ProSiteProfiles	PS50405	Soluble glutathione S-transferase C-terminal domain profile.	1429	1536	15.732	T	31-05-2017	IPR010987	Glutathione S-transferase, C-terminal-like
Sitalica_Si032604m	eeb5c1ef346b042577ff81bbb995c53a	560	SUPERFAMILY	SSF52058		348	482	1.13E-9	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Sitalica_Si032604m	eeb5c1ef346b042577ff81bbb995c53a	560	SUPERFAMILY	SSF52540		5	259	6.27E-41	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sitalica_Si032604m	eeb5c1ef346b042577ff81bbb995c53a	560	Pfam	PF00931	NB-ARC domain	31	285	2.7E-43	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288859_AA0959950.1	e13361e5a29ca7062e4d4b9a07bb4aa3	1271	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1138	1161	-	T	31-05-2017	IPR017441	Protein kinase, ATP binding site
Taestivum_TRIAE_CS42_4AL_TGACv1_288859_AA0959950.1	e13361e5a29ca7062e4d4b9a07bb4aa3	1271	SUPERFAMILY	SSF52058		492	883	1.26E-22	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_4AL_TGACv1_288859_AA0959950.1	e13361e5a29ca7062e4d4b9a07bb4aa3	1271	Pfam	PF00069	Protein kinase domain	1133	1257	5.0E-25	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288859_AA0959950.1	e13361e5a29ca7062e4d4b9a07bb4aa3	1271	Pfam	PF00931	NB-ARC domain	189	470	1.3E-54	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4AL_TGACv1_288859_AA0959950.1	e13361e5a29ca7062e4d4b9a07bb4aa3	1271	SUPERFAMILY	SSF52540		178	443	1.09E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_4AL_TGACv1_288859_AA0959950.1	e13361e5a29ca7062e4d4b9a07bb4aa3	1271	SUPERFAMILY	SSF56112		1121	1257	3.84E-32	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_4AL_TGACv1_288859_AA0959950.1	e13361e5a29ca7062e4d4b9a07bb4aa3	1271	ProSiteProfiles	PS50011	Protein kinase domain profile.	1132	1271	22.803	T	31-05-2017	IPR000719	Protein kinase domain
Turartu_TRIUR3_17279-P1	ba4d5e4a9d406e22fbeb3f6f857b2b5d	1196	Coils	Coil		1131	1151	-	T	31-05-2017
Turartu_TRIUR3_17279-P1	ba4d5e4a9d406e22fbeb3f6f857b2b5d	1196	SUPERFAMILY	SSF52540		153	417	2.15E-47	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_17279-P1	ba4d5e4a9d406e22fbeb3f6f857b2b5d	1196	Pfam	PF00931	NB-ARC domain	161	441	2.9E-44	T	31-05-2017	IPR002182	NB-ARC
